"Data type","Cancer group/site","Year","Sex","Age group (years)","Count"
"Actual","Non-melanoma skin cancer (rare types)",2009,"Females","70–74",26
"Actual","Non-melanoma skin cancer (rare types)",2009,"Females","75–79",32
"Actual","Non-melanoma skin cancer (rare types)",2009,"Females","80–84",49
"Actual","Non-melanoma skin cancer (rare types)",2009,"Females","85–89",52
"Actual","Non-melanoma skin cancer (rare types)",2009,"Females","90+",24
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","15–19",1
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","25–29",3
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","35–39",4
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","40–44",3
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","45–49",10
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","50–54",10
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","55–59",11
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","60–64",14
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","65–69",19
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","70–74",25
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","75–79",34
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","80–84",50
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","85–89",44
"Actual","Non-melanoma skin cancer (rare types)",2010,"Females","90+",34
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","20–24",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","25–29",0
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","35–39",1
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","40–44",4
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","45–49",2
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","50–54",8
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","55–59",14
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","60–64",22
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","65–69",13
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","70–74",39
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","75–79",30
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","80–84",43
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","85–89",34
"Actual","Non-melanoma skin cancer (rare types)",2011,"Females","90+",26
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","10–14",1
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","25–29",1
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","30–34",0
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","35–39",1
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","40–44",2
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","45–49",9
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","50–54",9
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","55–59",16
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","60–64",19
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","65–69",21
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","70–74",33
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","75–79",30
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","80–84",55
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","85–89",51
"Actual","Non-melanoma skin cancer (rare types)",2012,"Females","90+",36
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","25–29",0
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","30–34",1
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","35–39",3
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","40–44",7
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","45–49",5
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","50–54",9
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","55–59",13
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","60–64",17
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","65–69",22
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","70–74",35
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","75–79",38
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","80–84",47
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","85–89",40
"Actual","Non-melanoma skin cancer (rare types)",2013,"Females","90+",37
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","15–19",1
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","20–24",3
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","35–39",5
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","40–44",4
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","45–49",11
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","50–54",8
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","55–59",13
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","60–64",16
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","65–69",34
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","70–74",27
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","75–79",41
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","80–84",45
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","85–89",49
"Actual","Non-melanoma skin cancer (rare types)",2014,"Females","90+",33
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","25–29",0
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","35–39",1
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","40–44",2
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","45–49",6
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","50–54",7
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","55–59",13
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","60–64",25
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","65–69",30
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","70–74",37
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","75–79",42
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","80–84",64
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","85–89",50
"Actual","Non-melanoma skin cancer (rare types)",2015,"Females","90+",53
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","20–24",2
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","25–29",4
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","30–34",4
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","35–39",2
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","40–44",2
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","45–49",8
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","50–54",14
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","55–59",13
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","60–64",29
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","65–69",31
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","70–74",31
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","75–79",50
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","80–84",50
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","85–89",49
"Actual","Non-melanoma skin cancer (rare types)",2016,"Females","90+",53
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","25–29",0
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","30–34",4
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","35–39",3
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","40–44",4
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","45–49",4
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","50–54",15
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","55–59",15
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","60–64",13
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","65–69",35
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","70–74",46
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","75–79",50
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","80–84",76
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","85–89",68
"Actual","Non-melanoma skin cancer (rare types)",2017,"Females","90+",53
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","15–19",1
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","25–29",1
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","30–34",3
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","35–39",2
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","40–44",5
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","45–49",6
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","50–54",23
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","55–59",17
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","60–64",22
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","65–69",37
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","70–74",33
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","75–79",43
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","80–84",61
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","85–89",55
"Actual","Non-melanoma skin cancer (rare types)",2018,"Females","90+",61
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","00–04",1
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","10–14",1
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","15–19",1
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","25–29",4
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","35–39",1
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","40–44",4
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","45–49",9
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","50–54",10
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","55–59",10
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","60–64",41
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","65–69",42
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","70–74",58
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","75–79",51
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","80–84",65
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","85–89",62
"Actual","Non-melanoma skin cancer (rare types)",2019,"Females","90+",57
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","00–04",0
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","05–09",0
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","10–14",0
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","15–19",0
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","20–24",1
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","25–29",1
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","30–34",3
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","35–39",3
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","40–44",5
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","45–49",6
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","50–54",17
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","55–59",13
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","60–64",32
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","65–69",45
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","70–74",49
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","75–79",57
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","80–84",74
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","85–89",64
"Projections","Non-melanoma skin cancer (rare types)",2020,"Females","90+",63
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","00–04",0
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","05–09",0
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","10–14",0
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","15–19",0
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","20–24",1
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","25–29",1
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","30–34",3
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","35–39",3
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","40–44",5
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","45–49",6
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","50–54",19
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","55–59",13
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","60–64",33
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","65–69",48
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","70–74",50
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","75–79",60
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","80–84",79
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","85–89",67
"Projections","Non-melanoma skin cancer (rare types)",2021,"Females","90+",68
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","00–04",0
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","05–09",0
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","10–14",0
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","15–19",1
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","20–24",2
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","25–29",3
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","30–34",3
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","35–39",3
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","40–44",5
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","45–49",6
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","50–54",19
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","55–59",12
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","60–64",34
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","65–69",51
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","70–74",52
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","75–79",69
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","80–84",83
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","85–89",71
"Projections","Non-melanoma skin cancer (rare types)",2022,"Females","90+",70
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","00–04",1
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","05–09",0
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","10–14",0
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","15–19",1
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","20–24",2
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","25–29",4
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","30–34",3
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","35–39",3
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","40–44",6
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","45–49",6
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","50–54",21
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","55–59",12
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","60–64",38
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","65–69",55
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","70–74",52
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","75–79",75
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","80–84",88
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","85–89",76
"Projections","Non-melanoma skin cancer (rare types)",2023,"Females","90+",73
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","00–04",1
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","15–19",2
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","20–24",4
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","30–34",3
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","35–39",4
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","40–44",13
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","45–49",15
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","50–54",22
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","55–59",25
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","60–64",26
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","65–69",57
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","70–74",69
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","75–79",93
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","80–84",70
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","85–89",71
"Actual","Non-melanoma skin cancer (rare types)",2001,"Persons","90+",25
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","20–24",2
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","25–29",6
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","35–39",4
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","40–44",10
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","45–49",18
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","50–54",23
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","55–59",32
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","60–64",42
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","65–69",47
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","70–74",73
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","75–79",91
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","80–84",97
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","85–89",63
"Actual","Non-melanoma skin cancer (rare types)",2002,"Persons","90+",25
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","10–14",2
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","15–19",2
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","20–24",2
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","30–34",4
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","35–39",8
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","40–44",12
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","45–49",18
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","50–54",31
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","55–59",34
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","60–64",40
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","65–69",44
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","70–74",71
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","75–79",89
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","80–84",88
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","85–89",59
"Actual","Non-melanoma skin cancer (rare types)",2003,"Persons","90+",25
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","10–14",0
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","15–19",0
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","20–24",2
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","25–29",2
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","30–34",5
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","35–39",10
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","40–44",12
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","45–49",11
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","50–54",23
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","55–59",40
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","60–64",35
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","65–69",48
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","70–74",72
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","75–79",87
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","80–84",103
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","85–89",74
"Actual","Non-melanoma skin cancer (rare types)",2004,"Persons","90+",40
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","10–14",1
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","15–19",1
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","20–24",1
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","25–29",3
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","30–34",2
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","35–39",8
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","40–44",10
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","45–49",18
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","50–54",17
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","55–59",27
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","60–64",37
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","65–69",44
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","70–74",62
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","75–79",129
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","80–84",104
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","85–89",75
"Actual","Non-melanoma skin cancer (rare types)",2005,"Persons","90+",33
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","00–04",0
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","05–09",0
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","10–14",2
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","15–19",2
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","20–24",2
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","25–29",3
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","30–34",4
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","35–39",7
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","40–44",11
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","45–49",14
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","50–54",27
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","55–59",27
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","60–64",49
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","65–69",56
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","70–74",77
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","75–79",86
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","80–84",116
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","85–89",87
"Actual","Non-melanoma skin cancer (rare types)",2006,"Persons","90+",41
